cod_mpio;añodeasignación;hogares_mpio;municipio;hogares_subsidio;proporcion_AB;treatment;tasa_subsidio;treatment_dummy;post;did
85440;2024;14798;VILLANUEVA;2;1;0;0;1;1;0
86320;2019;15933;ORITO;7;1;0;0;1;0;0
86320;2020;16476;ORITO;7;1;0;0;1;0;0
86320;2021;17037;ORITO;15;1;0;1;1;0;0
86320;2022;17610;ORITO;13;1;0;1;1;0;0
86320;2023;18198;ORITO;3;1;0;0;1;1;0
86320;2024;18817;ORITO;3;1;0;0;1;1;0
95001;2019;16603;SAN JOSÉ DEL GUAVIARE;28;1;0;2;;0;0
95001;2020;17330;SAN JOSÉ DEL GUAVIARE;26;1;0;2;;0;0
95001;2021;17996;SAN JOSÉ DEL GUAVIARE;44;1;0;2;;0;0
95001;2022;18697;SAN JOSÉ DEL GUAVIARE;64;1;0;3;;0;0
95001;2023;19436;SAN JOSÉ DEL GUAVIARE;70;1;0;4;;1;0
95001;2024;20347;SAN JOSÉ DEL GUAVIARE;38;1;0;2;;1;0
